index,UF,CATEGORIA,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,TOTAL,ANO,NOVA_CATEGORIA
789,SC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,14.0,60.0,10.0,0.0,135.0,2013,
790,SC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,
791,SC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,
792,SE,Pessoa física,5.0,19.0,9.0,19.0,9.0,20.0,10.0,10.0,14.0,6.0,7.0,12.0,140.0,2013,
793,SE,Segurança Pública,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2013,
794,SE,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,
795,SE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,
796,SE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,
797,SE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,
798,SP,Pessoa física,106.0,94.0,135.0,124.0,110.0,176.0,112.0,105.0,152.0,193.0,155.0,117.0,1579.0,2013,
799,SP,Segurança Pública,2.0,8.0,0.0,0.0,0.0,164.0,60.0,14.0,572.0,0.0,0.0,56.0,876.0,2013,
800,SP,Segurança Privada,66.0,108.0,214.0,68.0,284.0,32.0,102.0,266.0,88.0,49.0,115.0,97.0,1489.0,2013,
801,SP,Órgão Público,0.0,2.0,0.0,0.0,4.0,32.0,23.0,30.0,239.0,0.0,78.0,3.0,411.0,2013,
802,SP,Loja de Arma,0.0,0.0,0.0,0.0,14.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,31.0,2013,
803,SP,Outros Tipos,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,12.0,2013,
804,TO,Pessoa física,5.0,3.0,4.0,8.0,4.0,15.0,8.0,1.0,4.0,6.0,15.0,1.0,74.0,2013,
805,TO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013,
806,TO,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,
807,TO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,
808,TO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,
809,TO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,
810,AC,Pessoa física,40.0,13.0,11.0,14.0,13.0,14.0,17.0,20.0,22.0,28.0,21.0,22.0,235.0,2014,
811,AC,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
812,AC,Segurança Privada,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2014,
813,AC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,2014,
814,AC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
815,AC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
816,AL,Pessoa física,39.0,44.0,26.0,46.0,57.0,27.0,51.0,35.0,54.0,83.0,58.0,64.0,584.0,2014,
817,AL,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,577.0,2014,
818,AL,Segurança Privada,0.0,0.0,105.0,0.0,51.0,0.0,0.0,33.0,15.0,10.0,0.0,0.0,214.0,2014,
819,AL,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
820,AL,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
821,AL,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2014,
822,AM,Pessoa física,29.0,40.0,26.0,57.0,51.0,11.0,35.0,63.0,94.0,36.0,26.0,29.0,497.0,2014,
823,AM,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,106.0,0.0,101.0,227.0,2014,
824,AM,Segurança Privada,22.0,39.0,0.0,10.0,0.0,0.0,0.0,0.0,19.0,29.0,24.0,1.0,144.0,2014,
825,AM,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
826,AM,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
827,AM,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
828,AP,Pessoa física,5.0,6.0,18.0,8.0,6.0,14.0,18.0,22.0,27.0,14.0,33.0,14.0,185.0,2014,
829,AP,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,96.0,2014,
830,AP,Segurança Privada,16.0,0.0,0.0,0.0,9.0,2.0,0.0,17.0,13.0,0.0,0.0,0.0,57.0,2014,
831,AP,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
832,AP,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
833,AP,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
834,BA,Pessoa física,74.0,58.0,64.0,83.0,96.0,58.0,43.0,94.0,96.0,108.0,103.0,126.0,1003.0,2014,
835,BA,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2014,
836,BA,Segurança Privada,10.0,10.0,15.0,21.0,14.0,0.0,0.0,0.0,0.0,34.0,1.0,31.0,136.0,2014,
837,BA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
838,BA,Loja de Arma,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2014,
839,BA,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
840,CE,Pessoa física,57.0,55.0,51.0,59.0,29.0,18.0,59.0,54.0,72.0,91.0,81.0,62.0,688.0,2014,
841,CE,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,78.0,2.0,0.0,90.0,2014,
842,CE,Segurança Privada,3.0,18.0,3.0,131.0,63.0,80.0,10.0,4.0,14.0,6.0,21.0,18.0,371.0,2014,
843,CE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
844,CE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
845,CE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
846,DF,Pessoa física,49.0,8.0,11.0,4.0,19.0,14.0,17.0,15.0,74.0,97.0,100.0,87.0,495.0,2014,
847,DF,Segurança Pública,0.0,0.0,0.0,0.0,0.0,762.0,0.0,501.0,0.0,0.0,0.0,0.0,1263.0,2014,
848,DF,Segurança Privada,2.0,87.0,113.0,68.0,46.0,3.0,0.0,35.0,37.0,95.0,38.0,43.0,567.0,2014,
849,DF,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,30.0,342.0,2014,
850,DF,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
851,DF,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
852,ES,Pessoa física,9.0,12.0,12.0,16.0,12.0,11.0,16.0,12.0,20.0,11.0,33.0,33.0,197.0,2014,
853,ES,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,310.0,620.0,2014,
854,ES,Segurança Privada,3.0,7.0,1.0,56.0,11.0,0.0,0.0,6.0,4.0,0.0,18.0,10.0,116.0,2014,
855,ES,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
856,ES,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
857,ES,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
858,GO,Pessoa física,153.0,228.0,277.0,232.0,198.0,31.0,41.0,328.0,335.0,510.0,281.0,290.0,2904.0,2014,
859,GO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,69.0,0.0,76.0,2014,
860,GO,Segurança Privada,0.0,5.0,20.0,54.0,35.0,56.0,2.0,3.0,45.0,74.0,3.0,22.0,319.0,2014,
861,GO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
862,GO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
863,GO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2014,
864,MA,Pessoa física,0.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,6.0,5.0,2.0,1.0,24.0,2014,
865,MA,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
866,MA,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,21.0,2014,
867,MA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
868,MA,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
869,MA,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2014,
870,MG,Pessoa física,40.0,73.0,53.0,63.0,52.0,41.0,56.0,77.0,121.0,205.0,177.0,166.0,1124.0,2014,
871,MG,Segurança Pública,0.0,0.0,0.0,362.0,0.0,23.0,0.0,0.0,4.0,355.0,1365.0,0.0,2109.0,2014,
872,MG,Segurança Privada,0.0,39.0,0.0,75.0,74.0,0.0,0.0,11.0,30.0,50.0,23.0,89.0,391.0,2014,
873,MG,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,1325.0,1496.0,2014,
874,MG,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
875,MG,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
876,MS,Pessoa física,39.0,16.0,25.0,47.0,53.0,11.0,30.0,29.0,40.0,17.0,16.0,29.0,352.0,2014,
877,MS,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
878,MS,Segurança Privada,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014,
879,MS,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
880,MS,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
881,MS,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
882,MT,Pessoa física,138.0,108.0,96.0,70.0,80.0,85.0,163.0,225.0,187.0,246.0,105.0,126.0,1629.0,2014,
883,MT,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2014,
884,MT,Segurança Privada,0.0,5.0,0.0,63.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,10.0,92.0,2014,
885,MT,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2014,
886,MT,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
887,MT,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
888,PA,Pessoa física,13.0,13.0,9.0,25.0,30.0,56.0,51.0,36.0,51.0,54.0,59.0,26.0,423.0,2014,
889,PA,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
890,PA,Segurança Privada,18.0,28.0,24.0,6.0,25.0,34.0,0.0,0.0,52.0,29.0,65.0,24.0,305.0,2014,
891,PA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
892,PA,Loja de Arma,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2014,
893,PA,Outros Tipos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,32.0,2014,
894,PB,Pessoa física,8.0,11.0,12.0,17.0,21.0,12.0,17.0,17.0,16.0,27.0,15.0,9.0,182.0,2014,
895,PB,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
896,PB,Segurança Privada,5.0,0.0,9.0,12.0,10.0,0.0,0.0,24.0,43.0,0.0,0.0,0.0,103.0,2014,
897,PB,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
898,PB,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
899,PB,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
900,PE,Pessoa física,16.0,13.0,13.0,9.0,41.0,26.0,19.0,23.0,18.0,48.0,54.0,64.0,344.0,2014,
901,PE,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
902,PE,Segurança Privada,0.0,0.0,0.0,1.0,7.0,26.0,0.0,0.0,102.0,9.0,20.0,2.0,167.0,2014,
903,PE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
904,PE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
905,PE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,9.0,2014,
906,PI,Pessoa física,32.0,37.0,34.0,21.0,27.0,35.0,36.0,24.0,78.0,55.0,47.0,46.0,472.0,2014,
907,PI,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
908,PI,Segurança Privada,0.0,0.0,3.0,10.0,128.0,59.0,4.0,4.0,20.0,0.0,14.0,1.0,243.0,2014,
909,PI,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
910,PI,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
911,PI,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2014,
912,PR,Pessoa física,208.0,191.0,177.0,284.0,236.0,161.0,263.0,332.0,300.0,475.0,364.0,314.0,3305.0,2014,
913,PR,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,8.0,2014,
914,PR,Segurança Privada,5.0,0.0,10.0,23.0,0.0,17.0,4.0,50.0,37.0,0.0,3.0,9.0,158.0,2014,
915,PR,Órgão Público,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.0,0.0,0.0,237.0,2014,
916,PR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
917,PR,Outros Tipos,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2014,
918,RJ,Pessoa física,91.0,72.0,73.0,115.0,86.0,65.0,80.0,109.0,136.0,185.0,178.0,129.0,1319.0,2014,
919,RJ,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,2014,
920,RJ,Segurança Privada,0.0,382.0,482.0,130.0,116.0,0.0,27.0,30.0,0.0,15.0,24.0,7.0,1213.0,2014,
921,RJ,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
922,RJ,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
923,RJ,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2014,
924,RN,Pessoa física,78.0,46.0,51.0,49.0,83.0,64.0,73.0,68.0,90.0,76.0,87.0,76.0,841.0,2014,
925,RN,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
926,RN,Segurança Privada,2.0,18.0,4.0,9.0,8.0,5.0,0.0,1.0,19.0,10.0,21.0,14.0,111.0,2014,
927,RN,Órgão Público,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2014,
928,RN,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
929,RN,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
930,RO,Pessoa física,2.0,0.0,0.0,1.0,0.0,7.0,33.0,2.0,7.0,46.0,41.0,57.0,196.0,2014,
931,RO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
932,RO,Segurança Privada,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,48.0,2014,
933,RO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
934,RO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2014,
935,RO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
936,RR,Pessoa física,19.0,8.0,10.0,10.0,16.0,14.0,21.0,12.0,12.0,24.0,6.0,7.0,159.0,2014,
937,RR,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,59.0,2014,
938,RR,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
939,RR,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
940,RR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
941,RR,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
942,RS,Pessoa física,249.0,265.0,171.0,261.0,300.0,207.0,332.0,304.0,286.0,349.0,371.0,300.0,3395.0,2014,
943,RS,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,17.0,2014,
944,RS,Segurança Privada,7.0,0.0,7.0,8.0,10.0,3.0,0.0,5.0,12.0,5.0,20.0,22.0,99.0,2014,
945,RS,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2014,
946,RS,Loja de Arma,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2014,
947,RS,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
948,SC,Pessoa física,162.0,222.0,209.0,290.0,158.0,170.0,115.0,236.0,142.0,131.0,216.0,156.0,2207.0,2014,
949,SC,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,18.0,38.0,2014,
950,SC,Segurança Privada,1.0,1.0,11.0,21.0,11.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,62.0,2014,
951,SC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,15.0,84.0,397.0,2014,
952,SC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014,
953,SC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
954,SE,Pessoa física,3.0,5.0,14.0,15.0,9.0,7.0,7.0,21.0,24.0,28.0,23.0,11.0,167.0,2014,
955,SE,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,2014,
956,SE,Segurança Privada,0.0,11.0,10.0,0.0,19.0,0.0,0.0,1.0,4.0,27.0,2.0,0.0,74.0,2014,
957,SE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
958,SE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
959,SE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
960,SP,Pessoa física,114.0,137.0,131.0,159.0,141.0,135.0,141.0,115.0,134.0,132.0,166.0,276.0,1781.0,2014,
961,SP,Segurança Pública,12.0,0.0,0.0,0.0,0.0,144.0,60.0,0.0,0.0,0.0,0.0,0.0,216.0,2014,
962,SP,Segurança Privada,66.0,198.0,137.0,94.0,95.0,26.0,14.0,53.0,97.0,164.0,28.0,48.0,1020.0,2014,
963,SP,Órgão Público,25.0,13.0,0.0,202.0,51.0,0.0,399.0,58.0,17.0,49.0,79.0,171.0,1064.0,2014,
964,SP,Loja de Arma,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2014,
965,SP,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,2014,
966,TO,Pessoa física,6.0,2.0,5.0,1.0,11.0,4.0,2.0,8.0,3.0,5.0,3.0,9.0,59.0,2014,
967,TO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
968,TO,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,2014,
969,TO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
970,TO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
971,TO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,
972,AC,Pessoa física,13.0,25.0,27.0,23.0,15.0,22.0,20.0,55.0,30.0,25.0,14.0,25.0,294.0,2015,
973,AC,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,
974,AC,Segurança Privada,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2015,
975,AC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,
976,AC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,
977,AC,Outros Tipos,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2015,
978,AL,Pessoa física,36.0,24.0,51.0,63.0,56.0,58.0,47.0,73.0,33.0,43.0,39.0,35.0,558.0,2015,
979,AL,Segurança Pública,0.0,1.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,30.0,119.0,233.0,2015,
980,AL,Segurança Privada,5.0,1.0,3.0,0.0,3.0,10.0,7.0,23.0,0.0,0.0,2.0,0.0,54.0,2015,
981,AL,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,
982,AL,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,
983,AL,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,
984,AM,Pessoa física,32.0,69.0,96.0,51.0,35.0,12.0,43.0,61.0,37.0,25.0,34.0,24.0,519.0,2015,
985,AM,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,
986,AM,Segurança Privada,0.0,0.0,0.0,0.0,23.0,0.0,70.0,15.0,2.0,0.0,0.0,9.0,119.0,2015,
987,AM,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,
988,AM,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,
989,AM,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,
